"crash_record_id","rd_no","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"0d80c8b78ca8e28ea78a3dd1559548b871cc1214b07605e530316a92bc9b6b2a9da4a77105348e710897a71ed39ad7012698a0a273195baa00ed22006da7901c",,,"2022-03-22T22:30:00.000","30","STOP SIGN/FLASHER","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","CENTER TURN LANE",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2022-03-22T23:05:00.000","FAILING TO YIELD RIGHT-OF-WAY","UNABLE TO DETERMINE","12394","S","MICHIGAN AVE","532",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","3","3","41.669033728","-87.620355038","POINT (-87.620355038199 41.669033728414)"
"86bff7435d4a0d5bda0bbb0e4bb0e605d87fb2ed9b750e600657b018c1a25c4d6e4ebc7897ad04882b4e293b5f225dc2e479dd0c529925fdc088cf42b4a96b8d",,,"2022-03-22T22:26:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS","ANGLE","TRAFFIC ROUTE",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2022-03-22T22:56:00.000","DISREGARDING TRAFFIC SIGNALS","UNABLE TO DETERMINE","30","W","87TH ST","622",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","22","3","3","41.736376037","-87.625621311","POINT (-87.625621310926 41.736376036605)"
"709e8e26c32d3402505a042c991e6b7740caf37831f8598c2bd184037203e129f6b3161c87435b8ae65e2ef374c39dd8263181e37502539c638225c97b408212",,,"2022-03-22T22:15:00.000","25","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2022-03-22T22:17:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5007","S","KILBOURN AVE","815",,,,,,,"5","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","3","3","41.801977499","-87.73547696","POINT (-87.735476960019 41.801977498633)"
"f16d115334274943fc40a5eb40ab050b6a84440527022e9c191e0ef3dcc3d3c4b25421928d15f71497cdba466a14787f1934b7cc8b8f66d38fcebc936d9ee38c",,,"2022-03-22T22:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2022-03-22T23:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2300","N","HALSTED ST","1812",,,,,,,,,,,,,,,,"22","3","3","41.923718543","-87.648846747","POINT (-87.648846747322 41.923718543145)"
"910b34e2632e326c0497a53adc628d0c26edf5e58d7b262a9ad1324e63cba45b144ba5fc9f408146520082c56dd303382eda929bfa67c19e8b40d0fe4ff32ddf",,,"2022-03-22T20:40:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2022-03-22T20:40:00.000","IMPROPER LANE USAGE","UNABLE TO DETERMINE","165","W","NORTH AVE","1821",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","3","3","41.911051885","-87.634281745","POINT (-87.634281744621 41.911051884682)"
"1c93b8f640d037fce1899ec671d6d634db8459ef69068e49a61f1db10e2272684b75bf0424d88cfc5850b4926ac62c6e08487fd3726456e9f9308eacf292635a",,,"2022-03-22T20:30:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAWN","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2022-03-22T21:00:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","3112","W","PETERSON AVE","2413",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","3","3","41.990504959","-87.707362846","POINT (-87.707362846075 41.990504958626)"
"4f68e5202a7e5b20e1579c0ebe9a298d68c58fa803633bd20a95ca8a764626183a5dd0323ea97459e75e7f6d2116c28c83eda58fda9cf66e911196083a50a51f",,,"2022-03-22T20:30:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2022-03-22T22:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","163","W","NORTH AVE","1821",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","3","3","41.911051934","-87.634193997","POINT (-87.634193996604 41.911051934249)"
"0d57cb6981b09bf91ad667c257fa40a9dca3ef72e6b40cc50f6bce12170878a3353933a8f31241777632d8e555500a2df85c2eed263ae2fa4daa5d845eee9b14",,,"2022-03-22T20:20:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2022-03-22T20:23:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","8401","W","IRVING PARK RD","1631",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","20","3","3","41.951949987","-87.836798058","POINT (-87.836798058418 41.951949986636)"
"1fa40718120490364a11a5356346a7ccd5955f266f0eb96af4cdfb904c500e516a712e180d9e84d6a2a6a907a1520d6dc37b805e81fb93940b8651dfb03f66da",,,"2022-03-22T20:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2022-03-22T20:22:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","5632","W","NORTH AVE","2531",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","20","3","3","41.9094746","-87.766761922","POINT (-87.766761921893 41.909474599529)"
"2d065845feadc8b34523aa9094f5e949ca7cf9589bc52cf4ed3eab09494282334153f8c84204dc2906e896d1755b0deef5a4f11e373cf3ae7fe43a38251005f7",,,"2022-03-22T20:18:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PEDALCYCLIST","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","$501 - $1,500","2022-03-22T20:20:00.000","FAILING TO YIELD RIGHT-OF-WAY","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","4101","W","51ST ST","815",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","20","3","3","41.800407598","-87.725885548","POINT (-87.725885547638 41.800407597773)"
"ebb2ef0944b18d0d28c167c39babb41860cfd99edba0adf7e0063c583e28dca8d63fd371493bafc9153ff9deac2185b5b565db0befa2cf9565884e96ef281da4",,,"2022-03-22T20:00:00.000","35","STOP SIGN/FLASHER","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"N","OVER $1,500","2022-03-22T20:06:00.000","IMPROPER BACKING","IMPROPER BACKING","799","E","103RD ST","512",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","3","3","41.707373972","-87.60413696","POINT (-87.604136960254 41.707373972304)"
"60483506a017522016f02d92cd4c1d7a3337f93bb54dd331af88954ff5369e3516e48d592d0da471b11f85906a16e15c88930f338ca4dbabf325e1d5adb67e71",,,"2022-03-22T19:45:00.000","35","NO CONTROLS","NOT FUNCTIONING","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT ON GRADE","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2022-03-22T20:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","8956","S","LAFAYETTE AVE","634",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","19","3","3","41.731006356","-87.625439896","POINT (-87.625439896291 41.731006355985)"
"b7feeb918b4f2fcc3af33c22621da46c5918577cebb1144ad8e3c73c105a0f349a216af6847859e8b1e0c420e190f04f40e26d42073b0a6315a1adbe607da528",,,"2022-03-22T19:24:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DUSK","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2022-03-22T20:13:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5419","S","CORNELL AVE","234",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","19","3","3","41.797561137","-87.585320429","POINT (-87.585320428659 41.797561136696)"
"8b95bd955bda0cc9662cf4130d83b87bdfb118b415ce764c63d6d6493572e23f6e01d631912e71bb593caad7d3e028785e89c38be6d98234efa87ee85a7335fa",,,"2022-03-22T19:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2022-03-22T19:24:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","118","W","35TH ST","211",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","19","3","3","41.831075492","-87.629820228","POINT (-87.629820228371 41.831075491904)"
"2ac76d0e632dffd4caec420b7630062b56f56616e442119f3d80c6c21eaefd93879c91266f9866ace6b785c28b407b70c2bc5944115e5e37f487eb5ffab4e86e",,,"2022-03-22T18:55:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2022-03-22T19:15:00.000","IMPROPER TURNING/NO SIGNAL","UNABLE TO DETERMINE","3300","S","HALSTED ST","913",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","3","3","41.834807977","-87.646348729","POINT (-87.646348729083 41.834807976807)"
"3aad444d678b1f1c5f5d3a7de2d6be7f27e5d6eab8981f1e59bb86c6ee297e3a04e9a421d8c5f694c419d4302563853af37fb937e3b61e2bd949b949642fd49b",,,"2022-03-22T18:55:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2022-03-22T18:56:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3426","W","51ST ST","821",,"Y",,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","3","3","41.800848008","-87.709822962","POINT (-87.709822962074 41.800848007889)"
"9b6920563a6e6ffa2a65dfd9160dbb9f382dee9be7df8479ba3d123fc113d7fd0cfc3f6baed634406161acbc6346fe2e750604f57942e70d4817d9a031de691e",,,"2022-03-22T18:55:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2022-03-22T19:28:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","909","W","NORTH AVE","1822",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","3","3","41.910756928","-87.651502565","POINT (-87.651502565101 41.910756928208)"
"db07cbb6914b0edcfda345268f128064f10c04bec69c849a578eaed93445f8707d4ca0c389055991816ea62a36e15363ab2103b74807eb4e358cbef41b586a7f",,,"2022-03-22T18:48:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2022-03-22T18:50:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2600","E","95TH ST","423",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","18","3","3","41.722759508","-87.560683728","POINT (-87.560683728383 41.722759507721)"
"474cae3c0712517f24813a7698782dbe096d3947fb712e227294812debaea97beed78600c4e7d7b8502d5eab23b8aa50c3d3c88360a58818757c590e41d70cd2",,,"2022-03-22T18:30:00.000","15","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","OTHER OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2022-03-22T18:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5105","S","RACINE AVE","934",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","18","3","3","41.801248929","-87.654906801","POINT (-87.654906801308 41.801248928629)"
"774553b1da57f7fb14d940c1f5ba136a61d01c1e5336bd16b8bc3ee5fe53a28a999687cef9b960b0886a5dc7e8d419760f30d1b9e21967d3c53ae7979dc337f6",,,"2022-03-22T18:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2022-03-22T18:56:00.000","IMPROPER LANE USAGE","IMPROPER LANE USAGE","2800","W","79TH ST","835",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","3","3","41.750071152","-87.693906641","POINT (-87.693906641366 41.750071152029)"
"ae06e6663c7e64356932eb6927b68e7f4900cb1a50a4ccc0f31c09874e15c86e9c4dd8d87b7f35b578ed4f09a0783e727b4e35000a530f7c22c0809cc79f9ac4",,,"2022-03-22T18:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DUSK","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2022-03-22T19:57:00.000","FOLLOWING TOO CLOSELY","FAILING TO REDUCE SPEED TO AVOID CRASH","2856","N","LARAMIE AVE","2514",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","18","3","3","41.933119155","-87.756630192","POINT (-87.756630191838 41.933119154777)"
"0eae07519e649007fee461249ade1f5763615fcd087c97661578d373cf29109a191717a4cc25b48fd03b100d450e39b6365fa004c2ee1c313591faf0b8fd0af1",,,"2022-03-22T18:10:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2022-03-22T19:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6144","S","LAWNDALE AVE","823",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","18","3","3","41.781077884","-87.71561222","POINT (-87.715612219797 41.78107788377)"
"03ababd3df27720b48c67cdf9bde1c7a365d6785b558cbd218303d7b646ddaecc10e1cbcc2bfa272c62679b97024ac9dbb56318e4643505c3633d1ad75ff524b",,,"2022-03-22T18:08:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","RAIN","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2022-03-22T18:30:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","4300","S","CICERO AVE","814",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","6","0","18","3","3","41.81483675","-87.743501481","POINT (-87.743501480634 41.81483675036)"
"e520d2008fbf7b49d4b7baed36c6291a9340b2b6655c4d21b236853413f81cdeda77cb554f24a9f85171596f9511588a6c344570dedaf3a7b0bc6cf43cfcc102",,,"2022-03-22T18:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$500 OR LESS","2022-03-22T18:15:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4200","N","CLARK ST","1912",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","3","3","41.95803522","-87.664665176","POINT (-87.664665175592 41.958035219573)"
